season,posteam,run_location,run_gap,carries,yoe_per_carry,stuff_rate
2020,NE,right,tackle,29,0.7696818647713495,0.10344827586206896
2020,NO,left,end,34,-0.553436444962725,0.23529411764705882
2020,NO,left,guard,102,1.075462860219619,0.09803921568627451
2020,NO,left,tackle,51,0.8000242949700825,0.1568627450980392
2020,NO,middle,guard,49,0.027570352262380308,0.14285714285714285
2020,NO,right,end,24,1.1696492955088615,0.08333333333333333
2020,NO,right,guard,95,-0.3825323631888946,0.12631578947368421
2020,NO,right,tackle,65,0.5239142922254715,0.13846153846153847
2020,NYG,left,end,15,0.7190550963083909,0.4
2020,NYG,left,guard,47,0.49612272800283286,0.1276595744680851
2020,NYG,left,tackle,31,-1.2201677233942096,0.12903225806451613
2020,NYG,middle,guard,88,0.04624484547159913,0.17045454545454544
2020,NYG,right,end,17,-0.5638199694016398,0.23529411764705882
2020,NYG,right,guard,62,0.02363265618201206,0.14516129032258066
2020,NYG,right,tackle,50,-0.7830281174182884,0.16
2020,NYJ,left,end,37,-0.41237331081081097,0.24324324324324326
2020,NYJ,left,guard,46,-0.5530829662862033,0.10869565217391304
2020,NYJ,left,tackle,63,0.6222951733876791,0.1111111111111111
2020,NYJ,middle,guard,111,-0.56847671130756,0.1891891891891892
2020,NYJ,right,end,21,-1.356890008563087,0.14285714285714285
2020,NYJ,right,guard,44,-0.8923093188892711,0.06818181818181818
2020,NYJ,right,tackle,34,0.11612927913665771,0.17647058823529413
2020,PHI,left,end,37,-0.5416955690126158,0.24324324324324326
2020,PHI,left,guard,30,1.6627952098846441,0.13333333333333333
2020,PHI,left,tackle,34,1.6462686587782465,0.11764705882352941
2020,PHI,middle,guard,79,0.8938303454012805,0.13924050632911392
2020,PHI,right,end,35,-0.1959001643317084,0.22857142857142856
2020,PHI,right,guard,35,-0.3776560170309884,0.2
2020,PHI,right,tackle,32,-0.9157655164599419,0.1875
2020,PIT,left,end,21,-0.47888221343358334,0.19047619047619047
2020,PIT,left,guard,63,0.01169013078250617,0.14285714285714285
2020,PIT,left,tackle,40,-0.3232779271900652,0.225
2020,PIT,middle,guard,82,-0.7126958464703912,0.17073170731707318
2020,PIT,right,end,34,0.21843323637457457,0.11764705882352941
2020,PIT,right,guard,54,-1.2025175304324538,0.2037037037037037
2020,PIT,right,tackle,43,-0.1761278967524688,0.27906976744186046
2020,SEA,left,end,58,-0.7378759641071848,0.22413793103448276
2020,SEA,left,guard,47,-1.0805805255757999,0.1702127659574468
2020,SEA,left,tackle,29,-0.33822515915180085,0.1724137931034483
2020,SEA,middle,guard,70,0.4527296006679533,0.1
2020,SEA,right,end,35,-1.7911302294049942,0.2857142857142857
2020,SEA,right,guard,68,1.8067280781619692,0.11764705882352941
2020,SEA,right,tackle,30,-0.8949730793635051,0.2
2020,SF,left,end,56,-0.07568629458546638,0.23214285714285715
2020,SF,left,guard,34,-1.519125610589981,0.3235294117647059
2020,SF,left,tackle,53,-1.4869223360745412,0.20754716981132076
2020,SF,middle,guard,124,0.3291924658321559,0.20967741935483872
2020,SF,right,end,45,2.4044125133090555,0.17777777777777778
2020,SF,right,guard,33,0.9755722808115412,0.15151515151515152
2020,SF,right,tackle,50,-0.2613419091701508,0.16
2020,TB,left,end,24,-1.0173857112725575,0.20833333333333334
2020,TB,left,guard,65,-0.12900245510614847,0.1076923076923077
2020,TB,left,tackle,48,-1.284693698088328,0.25
2020,TB,middle,guard,123,1.4825069027218405,0.11382113821138211
2020,TB,right,end,33,2.1318716569380336,0.09090909090909091
2020,TB,right,guard,73,-0.27611597311006847,0.1095890410958904
2020,TB,right,tackle,64,-0.10959652438759804,0.09375
2020,TEN,left,end,67,-0.18775475914798592,0.19402985074626866
2020,TEN,left,guard,41,0.7181803409646202,0.14634146341463414
2020,TEN,left,tackle,80,-0.6301374733448029,0.15
2020,TEN,middle,guard,116,0.540049710921172,0.15517241379310345
